invoice_id,subscription_id,invoice_date,due_date,invoice_amount,tax_amount,payment_status,payment_date,payment_method,record_status,status_reason,payment_status_norm
I0000624,S000326,2025-05-18,2025-05-30,113508.78,-799.05,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0000625,S000763,2024-03-08,2024-04-03,85038.76,-919.18,,,Bank Transfer,INVALID,Negative tax_amount; Missing payment_status,Nan
I0000626,S001429,2025-03-13,2025-04-05,6645.68,24588.82,,,Wallet,SUSPICIOUS,Missing payment_status,Nan
I0000627,S000847,2024-12-10,2024-12-17,62354.08,19248.72,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000628,S001483,2025-03-10,2025-04-08,29698.71,20412.48,Failed,2025-04-10,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000629,S002049,2025-06-21,2025-07-24,51753.29,23248.78,Pending,,Card,VALID,No issues detected,Pending
I0000630,S000526,2025-06-13,2025-07-18,89152.64,975.38,Refunded,2025-07-07,,VALID,No issues detected,Refunded
I0000631,S001664,2024-04-03,2024-04-11,-10679.66,16930.29,Paid,2024-05-20,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Paid
I0000632,S001161,2024-07-10,2024-08-20,18769.12,18611.92,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000633,S002338,2025-04-07,2025-05-21,64037.92,18578.86,Pending,,,VALID,No issues detected,Pending
I0000634,S002305,2026-01-11,2026-02-01,41914.31,,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000635,S001059,2025-11-21,2025-12-08,58919.23,,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000636,S001634,2025-05-11,2025-06-17,-91540.42,2435.96,Pending,,UPI,INVALID,Negative invoice_amount,Pending
I0000637,S001154,2025-02-26,2025-03-22,-79954.22,12820.01,Paid,2025-03-09,,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Paid
I0000638,S000252,2025-12-08,2025-12-30,56689.02,21691.23,Paid,2026-02-10,Wallet,VALID,No issues detected,Paid
I0000639,S002044,2024-11-22,2024-12-28,53504.8,2045.28,Paid,2025-01-28,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000640,S001079,2024-05-23,2024-06-19,48727.61,9470.47,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000641,S000845,2024-09-21,2024-10-28,98425.89,703.85,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0000642,S001097,2024-01-10,2024-02-22,23876.79,-4097.24,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0000643,S001306,2024-07-11,2024-08-24,-81094.41,408.3,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Failed
I0000644,S000578,2025-03-11,2025-04-24,28124.41,21476.11,Paid,2025-03-23,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000645,S000975,2025-10-20,2025-11-13,105578.94,-4189.98,,2025-11-10,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
,S002240,2024-02-26,2024-03-14,73676.08,22806.11,Failed,,UPI,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Failed
I0000647,S002187,2025-12-19,2026-02-01,-9465.9,5747.09,,2025-12-20,,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount; Missing payment_status,Nan
I0000648,S001432,2026-01-18,2026-02-08,22264.83,23046.73,Paid,2026-02-24,UPI,VALID,No issues detected,Paid
I0000649,S001936,2024-03-30,2024-04-17,102448.98,-2761.77,Refunded,,Bank Transfer,INVALID,Negative tax_amount,Refunded
I0000650,S001632,2024-03-12,2024-03-24,77028.1,17881.55,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000651,S002139,2024-09-02,2024-09-29,40074.05,,Refunded,,UPI,VALID,No issues detected,Refunded
I0000652,S001416,2025-01-29,2025-03-11,87975.6,7623.56,Refunded,,Card,VALID,No issues detected,Refunded
I0000653,S002045,2024-10-01,2024-11-11,,6149.5,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0000654,S000600,2025-06-09,2025-07-12,59408.02,13687.24,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000655,S001830,2024-11-27,2024-12-28,10148.04,24496.24,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000656,S001918,2025-05-17,2025-06-02,8201.9,,Failed,,UPI,VALID,No issues detected,Failed
I0000657,S000385,2024-04-11,2024-04-10,40361.66,5640.37,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000658,S000866,2025-09-02,2025-09-23,57059.58,462.84,Refunded,,Wallet,VALID,No issues detected,Refunded
I0000659,S000246,2025-03-28,2025-04-23,92266.1,8284.31,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000660,S000881,2025-09-24,2025-11-04,114367.88,16722.55,Failed,,,VALID,No issues detected,Failed
I0000661,S002311,2025-06-01,2025-06-22,20722.57,5345.97,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000662,S000730,2025-07-12,2025-08-14,15381.66,8423.3,Paid,2025-08-17,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000663,S001837,2025-02-08,2025-02-01,8056.85,5440.21,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000664,S001196,2025-02-26,2025-03-14,53123.18,3577.9,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000665,S002340,2025-04-02,2025-04-23,65608.08,,Failed,,Card,VALID,No issues detected,Failed
I0000666,S001769,2025-10-09,2025-10-25,34712.56,8076.48,Paid,2025-11-04,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000667,S000875,2024-03-08,2024-04-13,,9359.47,Paid,2024-04-12,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Paid
I0000668,S000608,2024-11-03,2024-11-29,69833.82,10525.86,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000669,S000898,2026-01-13,2026-01-25,,20853.19,Paid,2026-02-02,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Paid
I0000670,S001977,2024-03-13,2024-03-25,31168.8,12847.37,Paid,2024-05-13,Wallet,VALID,No issues detected,Paid
I0000671,S000487,2025-03-04,2025-03-21,55387.85,11968.65,Paid,2025-03-30,UPI,VALID,No issues detected,Paid
I0000672,S002387,2024-01-04,2024-02-15,61095.39,4255.52,Paid,2024-02-08,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000673,S001315,2025-10-25,2025-11-10,-93019.36,15499.05,Pending,2025-12-17,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Pending
I0000674,S001678,2024-01-19,2024-02-17,111462.9,13968.57,Pending,,UPI,VALID,No issues detected,Pending
I0000675,S001737,2025-12-14,2026-01-08,14060.72,16947.61,Paid,2026-01-11,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000676,S002069,2026-01-14,2026-02-04,-55151.62,23966.04,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Failed
I0000677,S001957,2024-06-20,2024-06-28,106495.03,23061.02,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000678,S000723,2025-04-30,2025-06-10,3764.19,15777.23,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0000679,S000070,2024-01-05,2024-01-16,34346.13,24917.92,Failed,,UPI,VALID,No issues detected,Failed
I0000680,S000290,2026-01-19,2026-02-06,15048.99,578.29,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000681,S000672,2024-09-30,2024-10-16,18274.52,,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000682,S000853,2024-10-07,2024-10-25,98268.63,15313.96,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000683,S002039,2024-05-13,2024-06-14,81733.1,6997.27,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0000684,S000838,2025-11-01,2025-11-19,8563.74,-275.48,Refunded,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0000685,S000465,2025-03-26,2025-05-08,22033.45,-1473.85,Paid,2025-04-13,Card,INVALID,Negative tax_amount,Paid
I0000686,S002025,2024-05-23,2024-06-21,42034.48,20083.16,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000687,S001480,2025-02-12,2025-03-01,46214.01,-2136.23,,,Bank Transfer,INVALID,Negative tax_amount; Missing payment_status,Nan
I0000688,S000755,2025-06-12,2025-06-23,89885.71,-1072.34,,2025-06-04,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status; Payment date earlier than invoice date,Nan
I0000689,S002309,2025-04-29,2025-05-21,104843.35,3732.27,Paid,2025-06-25,UPI,VALID,No issues detected,Paid
I0000690,S002268,2025-12-09,2026-01-22,86978.93,,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000691,S001109,2025-04-26,2025-06-08,31163.38,-2883.89,Failed,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0000692,S001536,2024-09-14,2024-10-03,49506.04,22477.74,Pending,,UPI,VALID,No issues detected,Pending
,S002352,2025-12-17,2025-12-27,50012.55,,,,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing payment_status,Nan
,S000631,2024-08-21,2024-09-14,1295.27,12784.12,Pending,2024-10-16,Bank Transfer,INVALID,Missing invoice_id,Pending
I0000695,S000443,2024-10-21,2024-11-17,10942.93,,Failed,2024-10-20,Wallet,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Failed
,S001623,2024-08-26,2024-09-26,48761.3,19618.28,Failed,,UPI,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Failed
I0000697,S000242,2024-12-02,2025-01-16,78248.24,19353.75,,,Wallet,SUSPICIOUS,Missing payment_status,Nan
I0000698,S001352,2025-10-15,2025-11-20,48999.24,20386.79,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000699,S002191,2024-01-08,2024-01-25,108886.2,-4303.49,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0000700,S000935,2025-01-21,2025-01-30,37257.59,7103.73,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000701,S000089,2024-01-11,2024-01-05,21711.2,20288.37,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000702,S000959,2025-05-27,2025-06-03,98717.52,15398.01,Refunded,,,VALID,No issues detected,Refunded
I0000703,S001675,2024-08-31,2024-10-02,34822.45,15923.27,Failed,2024-10-25,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000704,S001969,2024-08-13,2024-09-22,71289.65,20172.83,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000705,S002213,2024-03-07,2024-03-15,69443.82,-3420.16,Pending,2024-05-08,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0000706,S002199,2024-08-28,2024-10-12,27537.63,19753.17,Refunded,2024-11-15,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000707,S000754,2025-04-11,2025-05-12,104900.16,7364.75,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000708,S000336,2024-03-29,2024-05-09,26535.32,15197.45,Paid,2024-04-25,Wallet,VALID,No issues detected,Paid
I0000709,S000709,2024-02-22,2024-03-10,93011.05,-944.54,Pending,,,INVALID,Negative tax_amount,Pending
I0000710,S001538,2024-01-11,2024-02-19,62419.54,6460.26,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000711,S002206,2025-10-14,2025-11-15,52792.55,17163.77,Paid,2025-11-14,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000712,S000598,2024-03-17,2024-04-10,46789.56,13761.74,Refunded,2024-05-21,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000713,S002073,2025-01-09,2025-02-04,38021.21,20007.53,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000714,S000553,2025-11-03,2025-11-20,30388.14,9667.55,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000715,S001678,2024-07-24,2024-08-19,70798.38,13623.76,Refunded,,Card,VALID,No issues detected,Refunded
,S000745,2024-10-12,2024-11-13,91273.23,12982.22,,2024-10-28,UPI,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000717,S001171,2024-08-07,2024-08-21,58492.3,,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000718,S001908,2025-08-26,2025-09-12,60076.01,18594.99,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000719,S000126,2025-07-28,2025-09-06,82230.1,,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000720,S001079,2024-10-13,2024-11-26,100222.73,8005.41,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000721,S000361,2024-12-15,2025-01-20,2323.33,-4807.58,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0000722,S000992,2025-06-07,2025-06-20,5939.6,,Paid,2025-07-06,Card,VALID,No issues detected,Paid
I0000723,S001987,2025-01-25,2025-01-15,61941.33,12688.29,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000724,S000398,2025-08-30,2025-09-06,66506.01,5031.11,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000725,S001710,2025-12-20,2026-01-21,9178.1,8625.79,Pending,,UPI,VALID,No issues detected,Pending
I0000726,S001599,2024-03-14,2024-04-22,17699.89,-2528.56,,2024-03-27,Card,INVALID,Negative tax_amount; Missing payment_status,Nan
,S000858,2025-11-19,2025-12-28,57817.06,9657.34,Refunded,,UPI,INVALID,Missing invoice_id,Refunded
I0000728,S000665,2024-08-05,2024-08-16,86866.43,16667.66,Refunded,2024-08-15,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000729,S001929,2024-01-19,2024-02-26,74651.49,18966.28,Paid,2024-01-09,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0000730,S002122,2025-04-07,2025-05-22,14323.22,2405.11,Pending,2025-05-01,Bank Transfer,VALID,No issues detected,Pending
I0000731,S001221,2024-07-30,2024-09-01,26545.51,10576.73,Failed,,UPI,VALID,No issues detected,Failed
I0000732,S000356,2024-03-04,2024-04-15,96081.23,-4550.75,Pending,,,INVALID,Negative tax_amount,Pending
I0000733,S001101,2026-01-14,2026-01-27,-57781.61,1246.83,,2026-03-30,,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount; Missing payment_status,Nan
,S000609,2025-07-02,2025-07-25,,-3090.93,Failed,2025-07-27,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount; Missing invoice_amount,Failed
I0000735,S000135,2025-02-17,2025-03-18,98029.31,15910.45,Failed,,Card,VALID,No issues detected,Failed
I0000736,S002379,2025-02-28,2025-04-04,84607.58,18402.32,Failed,2025-02-23,UPI,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Failed
I0000737,S000911,2025-06-25,2025-07-31,19385.3,1504.28,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000738,S001475,2024-07-23,2024-08-30,5413.41,,Failed,2024-10-03,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000739,S000737,2024-06-18,2024-06-07,23994.8,21074.33,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000740,S000844,2025-11-12,2025-12-04,103744.09,-1668.66,Pending,,Wallet,INVALID,Negative tax_amount,Pending
I0000741,S000892,2025-04-07,2025-04-25,,22508.95,Paid,2025-04-13,Bank Transfer,SUSPICIOUS,Missing invoice_amount,Paid
I0000742,S001538,2024-08-08,2024-08-27,96112.41,,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000743,S000932,2024-02-02,2024-03-15,104857.97,7403.53,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000744,S002071,2025-03-28,2025-04-27,50944.23,1223.93,Refunded,2025-05-03,Wallet,VALID,No issues detected,Refunded
I0000745,S000819,2025-05-15,2025-06-15,40436.39,386.18,Paid,2025-05-05,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0000746,S001134,2024-03-18,2024-04-17,66501.51,24591.01,Pending,2024-03-20,Bank Transfer,VALID,No issues detected,Pending
I0000747,S001938,2025-04-24,2025-05-23,43492.15,19374.68,Pending,2025-04-22,UPI,INVALID,Payment date earlier than invoice date,Pending
I0000748,S002250,2025-04-16,2025-05-14,37469.24,,Paid,2025-04-16,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000749,S001935,2025-07-14,2025-08-07,35377.08,6642.54,Failed,,Wallet,VALID,No issues detected,Failed
I0000750,S002159,2024-02-08,2024-02-18,91172.59,,Failed,2024-03-20,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000751,S000194,2025-10-17,2025-10-24,36401.99,225.62,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000752,S000079,2024-10-26,2024-11-04,40243.41,2990.54,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000753,S002376,2025-12-21,2026-01-12,20578.26,18420.14,Paid,2026-01-09,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000754,S000395,2026-01-01,2026-02-07,29708.15,4432.31,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
