case_id,customer_id,opened_date,closed_date,priority,case_type,case_status,resolution_hours,csat_score,refund_requested,record_status,status_reason,case_status_norm
CS000480,C00834,2025-12-31,2026-01-21 08:00:00,Low,Technical,Closed,402.0,5.0,,VALID,No issues detected,Closed
CS000481,C01346,2025-02-23,2025-04-03 15:00:00,Critical,Technical,Pending,911.0,1.0,,INVALID,Support case references customer not in subscriptions,Pending
CS000482,C01332,2025-04-25,2025-05-05 22:00:00,Medium,Cancellation,Pending,,,N,INVALID,Support case references customer not in subscriptions,Pending
CS000483,C00921,2024-08-30,2024-09-30 12:00:00,Critical,Technical,Escalated,-2.0,2.0,Y,INVALID,Negative resolution_hours,Escalated
CS000484,C01448,2025-05-20,2025-05-18 00:00:00,High,,Open,-41.0,,N,INVALID,Closed date earlier than opened date; Negative resolution_hours,Open
CS000485,C00321,2024-11-25,2024-12-25 20:00:00,,Data Issue,Open,-98.0,0.0,N,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Open
CS000486,C00660,2024-05-26,2024-05-28 17:00:00,Medium,Cancellation,Escalated,326.0,4.0,,VALID,No issues detected,Escalated
CS000487,C00857,2024-10-24,2024-11-27 11:00:00,Low,Billing,Pending,,1.0,N,INVALID,Support case references customer not in subscriptions,Pending
CS000488,C01590,2024-02-22,2024-03-17 11:00:00,Medium,Access,Closed,-32.0,3.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000489,C00815,2024-06-10,2024-06-29 00:00:00,Medium,Cancellation,Closed,,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS000490,C00921,2025-10-12,2025-10-06 00:00:00,,Cancellation,Open,668.0,7.0,N,INVALID,Closed date earlier than opened date; CSAT score outside 1-5 range,Open
CS000491,C00956,2025-12-21,2026-01-05 22:00:00,High,Technical,,205.0,5.0,,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS000492,C01705,2024-04-26,,Medium,Technical,Open,-86.0,6.0,N,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Open
CS000493,C01341,2025-09-12,2025-10-20 03:00:00,Medium,Billing,Escalated,,5.0,N,INVALID,Support case references customer not in subscriptions,Escalated
CS000494,C01579,2024-07-12,2024-07-08 00:00:00,Low,,Escalated,,6.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; CSAT score outside 1-5 range,Escalated
CS000495,C00463,2024-04-20,2024-04-23 15:00:00,Critical,Access,Open,349.0,5.0,N,VALID,No issues detected,Open
CS000496,C01360,2025-11-03,2025-11-17 02:00:00,Medium,Cancellation,Open,-12.0,6.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS000497,C00058,2025-05-03,2025-06-07 16:00:00,Low,,Closed,-91.0,3.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000498,C01515,2024-10-08,2024-10-22 09:00:00,Low,,,-67.0,,,INVALID,Negative resolution_hours; Missing case_status,Nan
CS000499,C01274,2025-04-17,2025-04-20 16:00:00,Critical,,Open,,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS000500,C01642,2025-01-23,2025-02-17 07:00:00,High,Billing,Pending,619.0,,Y,INVALID,Support case references customer not in subscriptions,Pending
CS000501,C00791,2025-11-22,2025-11-30 11:00:00,Critical,Cancellation,Pending,6.0,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS000502,C01229,2024-10-06,2024-10-13 13:00:00,High,,Escalated,-75.0,0.0,Y,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS000503,C01285,2024-01-23,2024-02-18 17:00:00,,Cancellation,Escalated,-29.0,3.0,Y,INVALID,Negative resolution_hours,Escalated
CS000504,C00874,2025-06-22,2025-07-17 06:00:00,,Technical,Closed,-47.0,7.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS000505,C00861,2025-09-04,,Critical,,Escalated,337.0,,N,INVALID,Support case references customer not in subscriptions,Escalated
CS000506,C00631,2024-03-27,2024-04-18 07:00:00,Critical,Technical,,,1.0,Y,SUSPICIOUS,Missing case_status,Nan
,C01569,2024-04-12,2024-04-24 23:00:00,Critical,Access,Closed,-73.0,2.0,Y,INVALID,Missing case_id; Negative resolution_hours,Closed
CS000508,C01428,2025-08-25,2025-09-09 10:00:00,,Billing,,,5.0,Y,SUSPICIOUS,Missing case_status,Nan
CS000509,C00949,2024-03-10,2024-03-16 16:00:00,Low,Cancellation,Closed,-94.0,6.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS000510,C00379,2024-11-15,2024-12-04 09:00:00,Medium,Access,Pending,-47.0,6.0,Y,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS000511,C00633,2025-11-01,,Critical,,Closed,733.0,3.0,N,INVALID,Closed case missing closure date/resolution hours,Closed
CS000512,C00931,2024-03-01,2024-02-28 00:00:00,Medium,Access,Closed,-10.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours,Closed
CS000513,C00395,2026-01-04,2026-01-10 09:00:00,High,,Pending,-36.0,2.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS000514,C00970,2024-01-18,2024-01-26 19:00:00,Medium,Billing,Closed,374.0,6.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS000515,C00706,2025-12-20,2026-01-02 06:00:00,Critical,Data Issue,,,6.0,Y,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS000516,C01203,2024-10-22,2024-11-06 10:00:00,Low,,,981.0,,N,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS000517,C00210,2025-08-04,2025-08-23 21:00:00,Low,Cancellation,Pending,-57.0,2.0,Y,INVALID,Negative resolution_hours,Pending
CS000518,C00868,2024-04-16,2024-05-21 11:00:00,High,Data Issue,Pending,431.0,4.0,N,INVALID,Support case references customer not in subscriptions,Pending
CS000519,C00212,2024-09-16,2024-09-16 03:00:00,,Data Issue,Pending,-25.0,3.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS000520,C01666,2024-10-12,,Low,,Closed,,3.0,,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000521,C00067,2024-09-04,2024-10-10 14:00:00,High,Cancellation,Closed,447.0,1.0,N,VALID,No issues detected,Closed
CS000522,C01077,2025-11-30,2025-11-20 00:00:00,Critical,Technical,Closed,,5.0,,INVALID,Closed date earlier than opened date; Closed case missing closure date/resolution hours,Closed
CS000523,C01678,2026-01-12,2026-01-06 00:00:00,Medium,,Escalated,-31.0,5.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours,Escalated
CS000524,C00933,2025-01-20,2025-01-17 00:00:00,Critical,,Open,-74.0,0.0,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS000525,C00745,2024-12-27,,,Technical,Open,,0.0,N,INVALID,CSAT score outside 1-5 range,Open
CS000526,C00280,2025-03-24,2025-04-13 09:00:00,High,Technical,,,5.0,Y,SUSPICIOUS,Missing case_status,Nan
CS000527,C01151,2025-03-08,2025-03-20 21:00:00,Critical,Data Issue,Pending,-81.0,,,INVALID,Negative resolution_hours,Pending
CS000528,C00081,2024-01-23,2024-02-06 23:00:00,Critical,Cancellation,Escalated,-1.0,6.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS000529,C00322,2024-08-14,2024-09-22 05:00:00,,Access,Closed,,1.0,Y,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000530,C00562,2025-11-08,2025-12-08 11:00:00,Low,,Open,-16.0,7.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS000531,C01561,2025-02-11,2025-02-22 00:00:00,,Technical,Closed,,4.0,,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000532,C01741,2024-08-13,2024-08-17 01:00:00,High,,Open,,4.0,,INVALID,Support case references customer not in subscriptions,Open
CS000533,C01036,2024-03-19,2024-04-19 14:00:00,Medium,Technical,Closed,-37.0,2.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
,C00791,2025-04-20,2025-05-17 12:00:00,Low,Access,Open,31.0,1.0,,INVALID,Missing case_id; Support case references customer not in subscriptions,Open
,C01469,2025-03-21,2025-04-29 23:00:00,,,Open,315.0,7.0,Y,INVALID,Missing case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS000536,C00101,2024-11-13,2024-12-18 07:00:00,Critical,Access,Pending,,5.0,,VALID,No issues detected,Pending
CS000537,C01458,2024-09-21,2024-10-04 04:00:00,,,Open,,4.0,N,VALID,No issues detected,Open
CS000538,C01350,2024-07-21,2024-08-06 18:00:00,Critical,Billing,Open,,5.0,N,VALID,No issues detected,Open
CS000539,C00705,2025-03-03,2025-03-22 19:00:00,Critical,,Closed,-85.0,1.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000540,C00145,2024-11-13,2024-12-11 11:00:00,Medium,Data Issue,Pending,,,,INVALID,Support case references customer not in subscriptions,Pending
CS000541,C00595,2025-10-04,,High,,Open,579.0,5.0,N,INVALID,Support case references customer not in subscriptions,Open
CS000542,C00167,2025-10-08,2025-10-25 02:00:00,Critical,Access,Closed,-79.0,0.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS000543,C00878,2025-10-28,2025-11-23 16:00:00,Critical,Access,Closed,18.0,0.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS000544,C00765,2025-12-28,2026-01-11 04:00:00,Medium,Data Issue,,26.0,1.0,N,SUSPICIOUS,Missing case_status,Nan
CS000545,C00753,2024-01-05,2024-02-10 05:00:00,Low,,Closed,159.0,3.0,Y,INVALID,Support case references customer not in subscriptions,Closed
,C00385,2025-09-22,,Critical,Technical,,951.0,0.0,Y,INVALID,Missing case_id; CSAT score outside 1-5 range; Missing case_status,Nan
CS000547,C01641,2024-02-10,2024-02-13 07:00:00,Critical,Cancellation,,,1.0,Y,SUSPICIOUS,Missing case_status,Nan
,C00275,2025-09-04,2025-09-18 01:00:00,Medium,Billing,Closed,104.0,5.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions,Closed
CS000549,C01758,2024-11-21,2024-12-06 03:00:00,,Access,Closed,,3.0,N,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000550,C01112,2024-11-07,2024-11-11 19:00:00,Medium,Technical,,,5.0,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS000551,C00888,2025-12-04,2025-12-04 08:00:00,Medium,,Open,145.0,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS000552,C00082,2025-12-23,2026-01-07 05:00:00,Medium,Cancellation,Pending,382.0,7.0,N,INVALID,CSAT score outside 1-5 range,Pending
CS000553,C00752,2025-02-10,2025-02-11 07:00:00,Low,Cancellation,,-28.0,0.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS000554,C01690,2024-05-22,,Low,Cancellation,Closed,,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS000555,C00652,2026-01-07,2026-01-08 06:00:00,Low,Data Issue,Pending,,0.0,,INVALID,CSAT score outside 1-5 range,Pending
CS000556,C00148,2024-02-01,2024-02-19 12:00:00,Critical,Billing,Open,,3.0,Y,INVALID,Support case references customer not in subscriptions,Open
CS000557,C01351,2025-11-12,2025-12-17 00:00:00,,Technical,Escalated,,3.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS000558,C00819,2025-09-20,2025-10-26 07:00:00,Medium,Data Issue,Open,,3.0,,INVALID,Support case references customer not in subscriptions,Open
CS000559,C00699,2025-01-18,,Medium,Access,Pending,,3.0,N,VALID,No issues detected,Pending
,C00715,2024-11-26,2025-01-03 10:00:00,,Technical,,-66.0,,N,INVALID,Missing case_id; Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS000561,C00860,2024-04-11,,High,,,,5.0,Y,SUSPICIOUS,Missing case_status,Nan
CS000562,C01725,2024-05-17,,High,Technical,Pending,-21.0,5.0,Y,INVALID,Negative resolution_hours,Pending
CS000563,C01486,2025-11-09,2025-11-25 18:00:00,Medium,Access,Open,-92.0,7.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS000564,C01399,2025-03-06,2025-04-05 02:00:00,,,Closed,-6.0,2.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000565,C00585,2024-10-16,2024-10-14 00:00:00,,Technical,Open,875.0,6.0,Y,INVALID,Closed date earlier than opened date; CSAT score outside 1-5 range,Open
CS000566,C00432,2025-09-04,2025-10-05 03:00:00,Low,Cancellation,Escalated,,,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS000567,C01603,2025-02-05,2025-03-04 14:00:00,,Data Issue,Open,-30.0,3.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS000568,C00112,2024-12-27,2025-01-29 00:00:00,,Cancellation,Closed,,1.0,Y,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000569,C00157,2026-01-02,2026-02-07 17:00:00,Medium,,Open,-85.0,6.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS000570,C00490,2025-07-27,2025-07-29 00:00:00,,,,-40.0,7.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS000571,C01121,2024-12-13,,Low,,,-29.0,4.0,N,INVALID,Negative resolution_hours; Missing case_status,Nan
,C01097,2025-07-14,,Medium,Data Issue,Open,-84.0,7.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
,C01081,2024-04-21,2024-05-30 12:00:00,Low,Data Issue,Pending,-95.0,0.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS000574,C00678,2025-12-04,2025-12-31 20:00:00,Critical,,Escalated,558.0,4.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS000575,C00497,2024-08-25,2024-08-20 00:00:00,Medium,,Closed,-25.0,0.0,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS000576,C01553,2025-04-17,,Critical,Billing,Escalated,-88.0,2.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS000577,C00620,2024-06-21,2024-07-17 09:00:00,,Technical,Pending,-33.0,3.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS000578,C01493,2024-07-04,2024-07-01 00:00:00,Critical,,Pending,221.0,5.0,N,INVALID,Closed date earlier than opened date,Pending
CS000579,C01554,2024-07-04,2024-07-13 21:00:00,,Data Issue,Pending,,,Y,INVALID,Support case references customer not in subscriptions,Pending
CS000580,C01464,2025-04-04,2025-05-04 00:00:00,,Cancellation,Pending,-96.0,4.0,Y,INVALID,Negative resolution_hours,Pending
CS000581,C00175,2025-02-10,2025-03-21 02:00:00,,Data Issue,,804.0,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS000582,C00666,2025-10-21,2025-11-18 05:00:00,Medium,Access,,3.0,2.0,N,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS000583,C00561,2026-01-27,2026-03-02 18:00:00,Low,Cancellation,Open,153.0,5.0,N,VALID,No issues detected,Open
CS000584,C00727,2025-09-07,,,Data Issue,Escalated,440.0,0.0,Y,INVALID,CSAT score outside 1-5 range,Escalated
CS000585,C01400,2025-01-25,2025-02-08 05:00:00,High,Data Issue,Closed,768.0,2.0,Y,VALID,No issues detected,Closed
CS000586,C01315,2025-05-19,2025-06-03 09:00:00,Critical,Cancellation,Open,,4.0,Y,VALID,No issues detected,Open
CS000587,C00237,2025-08-24,,Low,,Open,468.0,3.0,N,VALID,No issues detected,Open
CS000588,C01262,2024-07-06,,Medium,Billing,Open,-18.0,1.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS000589,C01284,2024-10-03,2024-11-07 12:00:00,,Data Issue,Closed,687.0,7.0,,INVALID,CSAT score outside 1-5 range,Closed
CS000590,C00319,2025-11-30,2025-12-18 19:00:00,Critical,Billing,Escalated,65.0,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
