subscription_id,customer_id,region,plan_name,signup_date,renewal_date,monthly_fee,discount_pct,auto_renew,subscription_status,sales_channel,record_status,status_reason,subscription_status_norm
S000877,C00259,West,Growth,2024-08-11,2024-10-15,53526.27,-12.0,N,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S000878,C01730,,,2025-10-17,2026-07-09,47259.32,158.0,Y,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S000879,C00832,South,Pro,2025-03-24,2025-04-28,-32002.1,33.0,,Cancelled,Partner,INVALID,Negative monthly_fee,Cancelled
S000880,C01792,,Basic,2024-03-19,2024-09-17,17369.3,0.0,N,Expired,,VALID,No issues detected,Expired
S000881,C01105,Central,Growth,2024-12-21,2025-08-22,9846.3,0.0,,Expired,Marketplace,VALID,No issues detected,Expired
S000882,,North,Basic,2024-02-08,,7453.98,143.0,N,Trial,,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Trial
,C00925,Central,Pro,2025-01-02,2025-12-03,71773.64,39.0,Y,,Website,INVALID,Missing subscription_id; Missing subscription_status,Nan
S000884,C00147,Central,Enterprise,2024-05-22,,21559.64,144.0,N,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S000885,C00256,,Growth,2024-10-28,2025-10-06,14037.14,32.0,Y,,,SUSPICIOUS,Missing subscription_status,Nan
S000886,C00251,East,Growth,2025-08-18,2025-09-03,,150.0,N,,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
,C00589,Central,,2024-11-22,2025-03-08,,0.0,N,Active,Website,INVALID,Missing subscription_id; Missing monthly_fee,Active
S000888,,South,Enterprise,2025-05-16,2025-11-06,38839.71,-19.0,Y,Expired,Inside Sales,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Expired
S000889,C00427,Central,Growth,2025-02-09,2025-05-31,27835.5,-25.0,Y,Active,,INVALID,Discount_pct outside 0-100 range,Active
S000890,C00565,,,2025-08-21,2026-06-10,32762.47,-19.0,N,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S000891,C01759,West,Growth,2025-07-01,,,-16.0,,Cancelled,Partner,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S000892,C00585,South,Basic,2025-08-31,2026-03-11,78387.99,23.0,,Expired,Website,VALID,No issues detected,Expired
,C00545,South,Basic,2024-12-09,2025-03-20,62962.46,118.0,N,Active,Website,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Active
S000894,C00257,South,Pro,2024-12-03,2024-10-15,14087.37,66.0,,Trial,Website,INVALID,Renewal date earlier than signup date,Trial
S000895,,Central,Basic,2024-09-30,2024-09-14,47437.6,7.0,N,Cancelled,Partner,INVALID,Missing customer_id; Renewal date earlier than signup date,Cancelled
S000896,C01656,West,Pro,2024-11-24,2026-01-12,32505.07,0.0,Y,Expired,Marketplace,VALID,No issues detected,Expired
S000897,C00115,East,,2025-07-02,2026-07-17,35761.27,-20.0,,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S000898,C01138,South,Pro,2024-05-23,,51777.57,-19.0,N,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S000899,C00269,,Basic,2024-02-13,2024-12-29,65668.97,0.0,N,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S000900,C00135,,Enterprise,2024-09-11,2024-07-22,-49487.58,0.0,,Trial,Inside Sales,INVALID,Renewal date earlier than signup date; Negative monthly_fee,Trial
S000901,C01349,North,,2025-07-12,2026-07-31,44454.14,145.0,Y,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S000902,C01357,West,Growth,2025-03-31,2025-10-26,77546.22,129.0,,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S000903,C00369,Central,Basic,2025-09-14,2026-04-02,27763.34,137.0,,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000904,C00644,South,Enterprise,2024-08-07,2024-11-14,,-6.0,Y,Expired,Inside Sales,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S000905,C00366,North,Growth,2024-06-12,2025-07-20,22625.56,4.0,N,Expired,Partner,VALID,No issues detected,Expired
S000906,C00522,East,Pro,2024-06-13,2025-06-11,67942.75,139.0,N,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S000907,C01508,West,,2024-08-30,2025-03-21,26676.72,123.0,N,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S000908,C00383,West,Basic,2024-12-17,,12373.43,111.0,Y,Active,Marketplace,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S000909,C01500,East,Enterprise,2024-06-30,2024-12-29,14873.88,-3.0,Y,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000910,C01071,Central,Growth,2024-06-13,2024-04-28,7142.1,141.0,,Cancelled,Marketplace,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Cancelled
S000911,C01173,North,Basic,2024-03-28,2024-04-22,59623.74,-24.0,Y,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S000912,C01170,North,,2024-09-25,,-45104.63,0.0,,Active,Inside Sales,INVALID,Negative monthly_fee; Active subscription with missing/implausible renewal date,Active
S000913,C00988,North,Growth,2025-10-23,2026-08-26,,157.0,,Active,Inside Sales,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Active
S000914,C00840,,Basic,2025-05-15,2025-03-27,77783.83,121.0,N,Active,Website,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Active
S000915,C00319,East,Basic,2025-11-21,2026-04-28,2963.8,130.0,N,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000916,C00834,East,Growth,2024-07-24,2024-05-29,23466.63,32.0,,Active,Inside Sales,INVALID,Renewal date earlier than signup date,Active
S000917,C00168,South,Enterprise,2024-06-24,2025-06-10,41165.75,-27.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S000918,C00387,,Enterprise,2025-05-21,2025-07-26,18749.97,107.0,Y,Active,,INVALID,Discount_pct outside 0-100 range,Active
S000919,C00093,,Basic,2024-11-26,2025-05-07,23212.19,109.0,Y,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S000920,C00778,South,Pro,2025-07-25,2026-05-02,28529.14,-28.0,,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S000921,C00542,South,Pro,2024-10-31,,,115.0,,Trial,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Trial
S000922,C00884,East,Pro,2025-01-24,2026-01-13,73206.34,0.0,,Expired,Partner,VALID,No issues detected,Expired
S000923,C00981,Central,Enterprise,2024-04-01,2025-05-11,8590.71,124.0,,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000924,C00834,Central,Growth,2024-12-23,2025-10-02,22470.24,11.0,N,Expired,Marketplace,VALID,No issues detected,Expired
,C01227,South,Growth,2025-10-10,2026-04-07,13131.5,-27.0,N,,,INVALID,Missing subscription_id; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000926,C01757,East,,2025-11-02,,62410.23,0.0,N,Expired,Inside Sales,VALID,No issues detected,Expired
S000927,C01019,Central,Enterprise,2025-06-13,2025-11-28,,0.0,,Expired,Partner,SUSPICIOUS,Missing monthly_fee,Expired
,C01234,South,Growth,2025-03-31,2025-07-04,60022.66,-25.0,N,Expired,Partner,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Expired
S000929,C01397,East,Growth,2025-04-12,2025-06-17,59994.98,-5.0,N,Active,,INVALID,Discount_pct outside 0-100 range,Active
S000930,C01272,North,Growth,2025-04-28,2025-11-12,58970.13,109.0,Y,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S000931,C01174,South,Growth,2024-03-24,2025-01-15,26052.32,-23.0,N,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S000932,C01260,East,Growth,2024-06-11,2024-06-29,59203.97,-20.0,Y,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range,Active
S000933,C01514,,Basic,2025-09-09,2026-01-29,18842.61,66.0,Y,Active,,VALID,No issues detected,Active
S000934,C00879,East,Pro,2024-05-28,,,-27.0,,Trial,Partner,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Trial
S000935,C01082,North,,2025-10-21,2026-11-07,-62992.68,37.0,,Cancelled,Marketplace,INVALID,Negative monthly_fee,Cancelled
S000936,C00912,West,,2024-11-30,2025-02-12,55548.27,35.0,Y,Active,Marketplace,VALID,No issues detected,Active
S000937,C00860,,Growth,2025-07-25,2026-03-15,24635.86,30.0,N,Cancelled,Website,VALID,No issues detected,Cancelled
S000938,C01547,North,Pro,2024-12-02,2024-10-12,37383.76,106.0,,Expired,Website,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Expired
S000939,C00235,,Growth,2024-12-25,2025-01-19,33198.76,59.0,,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S000940,C00594,North,Basic,2024-11-19,,28122.57,11.0,N,Active,Website,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
S000941,C01615,Central,Pro,2024-11-12,2024-11-05,22865.27,-4.0,,,Partner,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000942,,North,Pro,2025-10-03,2026-06-06,45124.76,0.0,Y,Trial,,INVALID,Missing customer_id,Trial
S000943,C01573,,Enterprise,2024-07-22,2025-07-07,29292.24,144.0,Y,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000944,C00364,East,Pro,2024-08-07,2024-11-25,49926.81,67.0,N,Trial,,VALID,No issues detected,Trial
S000945,C01715,West,Basic,2025-01-17,2025-12-31,52685.58,41.0,,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S000946,C00513,West,Growth,2025-09-19,2026-01-22,35357.94,0.0,Y,Expired,Inside Sales,VALID,No issues detected,Expired
S000947,C01186,North,Enterprise,2024-09-12,,8506.87,0.0,Y,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
S000948,C00384,West,Enterprise,2024-05-05,2025-04-19,1485.94,70.0,N,Active,Marketplace,VALID,No issues detected,Active
S000949,C00688,North,,2024-03-17,2024-06-16,37756.6,124.0,,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000950,,West,Enterprise,2024-07-06,2025-03-14,79156.81,0.0,Y,,,INVALID,Missing customer_id; Missing subscription_status,Nan
S000951,C01041,West,Enterprise,2024-06-24,2024-11-13,,116.0,,Trial,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Trial
S000952,C01196,,Growth,2025-09-30,,13754.7,47.0,,Trial,Partner,VALID,No issues detected,Trial
S000953,C01365,East,Growth,2024-12-27,2025-09-23,13082.74,49.0,,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S000954,C01139,South,Growth,2024-02-22,2024-10-21,-32017.76,-29.0,Y,Expired,Inside Sales,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Expired
S000955,C01013,East,,2024-11-01,2025-12-03,,38.0,Y,Trial,,SUSPICIOUS,Missing monthly_fee,Trial
S000956,C01083,South,,2025-02-12,2025-06-02,72427.77,148.0,Y,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000957,C00304,South,,2025-06-17,,64987.01,-3.0,,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
S000958,C01402,Central,Pro,2025-05-28,2026-04-25,53729.3,125.0,N,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S000959,C00176,West,Enterprise,2024-04-22,2025-02-15,47569.28,0.0,,Cancelled,,VALID,No issues detected,Cancelled
S000960,C00963,South,Pro,2025-10-28,2026-05-24,46887.69,0.0,N,Expired,Partner,VALID,No issues detected,Expired
S000961,C01182,Central,Growth,2024-07-28,2025-07-18,26293.59,-18.0,Y,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000962,C01260,South,Pro,2024-07-15,2024-12-02,78500.64,140.0,Y,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S000963,,Central,Growth,2025-09-21,2026-05-18,19044.72,143.0,N,Trial,Partner,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Trial
S000964,C00561,Central,Pro,2025-09-28,2026-03-07,11668.6,-19.0,N,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S000965,C01175,East,Basic,2024-07-14,2024-05-22,46608.26,0.0,N,Expired,Website,INVALID,Renewal date earlier than signup date,Expired
,C01180,North,Basic,2024-02-06,2025-03-10,17437.31,-7.0,,Active,Website,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Active
S000967,C01670,South,Basic,2024-10-24,2025-07-20,78238.51,0.0,Y,Trial,Website,VALID,No issues detected,Trial
S000968,C01739,East,Growth,2025-03-06,2026-01-10,11106.79,0.0,,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S000969,C00639,North,Growth,2024-12-26,2025-04-23,38934.27,-13.0,Y,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S000970,C00102,,Pro,2024-06-25,2024-08-05,38405.29,134.0,Y,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S000971,C01447,,Enterprise,2025-05-04,2025-10-12,30947.61,-9.0,,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S000972,C01571,South,Enterprise,2025-05-01,2025-11-13,49455.49,152.0,N,Active,,INVALID,Discount_pct outside 0-100 range,Active
S000973,C00677,Central,Enterprise,2024-10-19,2025-05-17,,-7.0,N,Trial,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Trial
S000974,C00456,,Basic,2024-03-01,2024-11-20,6958.62,0.0,,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S000975,C00330,East,Enterprise,2024-02-14,2025-01-22,22029.08,160.0,,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000976,C00740,South,Growth,2025-03-21,2025-08-04,-53646.35,53.0,N,Trial,Partner,INVALID,Negative monthly_fee,Trial
S000977,C00773,West,,2025-10-11,2026-01-23,60460.48,57.0,,Expired,Website,VALID,No issues detected,Expired
,C00122,North,Basic,2024-02-22,2024-12-08,,18.0,Y,Active,Marketplace,INVALID,Missing subscription_id; Missing monthly_fee,Active
S000979,C01540,East,Basic,2024-03-14,2024-10-26,25782.97,-6.0,N,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000980,C00538,South,Pro,2024-02-11,2025-03-02,2731.62,25.0,N,,,SUSPICIOUS,Missing subscription_status,Nan
,C00589,West,Pro,2025-07-15,2026-09-01,52907.45,38.0,Y,Cancelled,Partner,INVALID,Missing subscription_id,Cancelled
S000982,C00754,North,Pro,2024-06-24,2025-05-13,21253.17,0.0,N,Cancelled,Marketplace,VALID,No issues detected,Cancelled
S000983,C00164,South,Basic,2025-11-16,2026-10-21,17078.92,148.0,Y,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000984,C00392,South,Growth,2025-04-17,2026-04-21,-1128.25,45.0,N,Expired,,INVALID,Negative monthly_fee,Expired
S000985,C00838,West,Basic,2025-07-27,2026-02-25,13664.38,106.0,,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S000986,C00529,,,2025-11-29,2026-11-29,49220.79,-30.0,Y,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S000987,C00452,North,Pro,2025-07-24,2025-12-23,61120.81,-15.0,N,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S000988,C01159,,Pro,2025-03-08,2025-11-24,-11075.03,-21.0,N,Trial,Partner,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Trial
S000989,C00916,Central,Basic,2025-07-18,2026-07-28,52896.19,0.0,,Active,Marketplace,VALID,No issues detected,Active
S000990,C01047,East,,2025-04-06,2025-03-15,7499.5,112.0,N,Cancelled,,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Cancelled
S000991,C00675,Central,Growth,2025-10-03,2025-12-12,,110.0,Y,Active,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Active
S000992,C00481,East,Enterprise,2024-07-11,2024-09-14,72773.0,0.0,,Expired,,VALID,No issues detected,Expired
S000993,C00893,,Pro,2025-02-27,2025-03-18,17163.24,-11.0,,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range,Active
S000994,C00703,South,Basic,2024-05-14,2025-05-17,23405.18,133.0,Y,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S000995,C00478,North,Basic,2025-02-03,2026-02-20,21212.97,-5.0,N,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S000996,C00640,West,Pro,2025-09-05,2026-03-11,-31413.88,116.0,N,Trial,Marketplace,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Trial
S000997,C01248,West,Pro,2024-06-25,2025-08-05,1888.03,-14.0,Y,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S000998,C01725,West,Pro,2025-05-15,2026-01-04,6800.73,-22.0,,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000999,C00032,East,Enterprise,2024-12-17,,46169.56,0.0,,Trial,Website,VALID,No issues detected,Trial
S001000,C01151,West,Growth,2024-03-31,,24257.78,60.0,Y,Expired,,VALID,No issues detected,Expired
S001001,C01178,North,Basic,2024-08-10,2025-02-01,10526.08,37.0,,Active,Website,VALID,No issues detected,Active
S001002,C00871,South,,2024-04-14,2024-07-11,78394.15,-5.0,,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S001003,C00604,Central,Growth,2024-08-22,2024-10-28,23733.67,0.0,Y,Expired,Website,VALID,No issues detected,Expired
S001004,C00422,,,2025-10-13,,-68379.26,-24.0,Y,Cancelled,Partner,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Cancelled
S001005,,North,Pro,2025-07-26,2026-07-31,64629.75,-8.0,,Active,,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Active
S001006,C00181,,,2024-01-05,2024-10-10,31434.92,0.0,N,Trial,Website,VALID,No issues detected,Trial
S001007,C01612,East,Growth,2025-09-08,2026-02-18,,0.0,N,Cancelled,Partner,SUSPICIOUS,Missing monthly_fee,Cancelled
S001008,C01093,,Growth,2025-01-18,2025-11-19,67361.93,0.0,Y,Trial,,VALID,No issues detected,Trial
S001009,C00817,East,Basic,2024-03-30,2024-11-15,34447.75,0.0,Y,Active,Inside Sales,VALID,No issues detected,Active
S001010,C00727,,Enterprise,2024-07-25,2025-09-16,3788.18,151.0,,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001011,C01625,West,Basic,2024-06-17,2024-11-10,23246.34,0.0,,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S001012,C00181,South,,2025-06-03,2025-12-19,46816.72,52.0,Y,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S001013,C00596,East,Pro,2025-08-25,2026-09-02,58126.26,-22.0,N,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S001014,C00084,North,Basic,2024-06-26,2024-11-12,35579.1,1.0,N,Trial,,VALID,No issues detected,Trial
S001015,C00580,South,Pro,2024-07-03,2025-01-21,,-5.0,N,Expired,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S001016,C01764,Central,,2025-03-19,2025-07-26,10022.67,-19.0,Y,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S001017,C01126,North,,2024-03-29,2025-04-10,10811.12,65.0,N,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S001018,C01089,,Growth,2024-02-26,2024-01-12,15251.49,48.0,,Active,,INVALID,Renewal date earlier than signup date,Active
S001019,C01446,South,Growth,2025-10-22,2026-01-21,48320.0,120.0,Y,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S001020,C00001,East,Enterprise,2024-09-25,2024-11-13,60820.59,70.0,N,Trial,,VALID,No issues detected,Trial
S001021,C01330,North,Basic,2025-08-26,2026-01-08,34840.72,-15.0,N,Cancelled,Website,INVALID,Discount_pct outside 0-100 range,Cancelled
S001022,C01596,,Enterprise,2024-06-27,2024-08-01,51699.81,-1.0,Y,Active,,INVALID,Discount_pct outside 0-100 range,Active
S001023,,Central,,2024-06-13,2024-10-06,35908.04,154.0,N,Trial,Inside Sales,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Trial
S001024,C00391,,Growth,2025-01-06,2026-03-02,43124.28,14.0,,Active,,VALID,No issues detected,Active
S001025,C00586,West,Basic,2024-10-15,2025-06-17,51904.69,0.0,,Trial,Marketplace,VALID,No issues detected,Trial
,C01743,North,Basic,2024-04-24,2025-01-09,1662.73,24.0,Y,Active,,INVALID,Missing subscription_id,Active
S001027,C01026,South,Enterprise,2025-10-26,,72551.32,0.0,N,Trial,Marketplace,VALID,No issues detected,Trial
,C00423,West,Growth,2025-01-05,2024-12-09,46618.35,147.0,Y,Expired,Inside Sales,INVALID,Missing subscription_id; Renewal date earlier than signup date; Discount_pct outside 0-100 range,Expired
